importance,var
4.382251145327715e-05,L1_S24_F1036
4.3423341814864696e-05,L1_S24_F1041
4.4258417570050385e-05,L1_S24_F1046
3.1151666012962805e-05,L1_S24_F1051
5.8275084121420774e-05,L1_S24_F1056
0.00013299948339480543,L1_S24_F1068
3.468148252676272e-05,L1_S24_F1072
5.1017493929345866e-05,L1_S24_F1079
7.555302284087704e-05,L1_S24_F1083
0.000521092904207718,L1_S24_F1087
3.710925810256822e-05,L1_S24_F1094
4.5992977504980696e-05,L1_S24_F1098
0.00016905748751665537,L1_S24_F1102
0.00010745248236211846,L1_S24_F1106
6.903679422935083e-05,L1_S24_F1110
0.00044326557100404725,L1_S24_F1118
0.00026206548566464486,L1_S24_F1122
0.0001781345666019047,L1_S24_F1126
0.0002599363086290949,L1_S24_F1130
0.00018509048450634423,L1_S24_F1134
0.00014631190465299988,L1_S24_F1145
0.0003035686608133727,L1_S24_F1148
9.053178375705825e-05,L1_S24_F1161
0.0002812164821880819,L1_S24_F1166
7.306221410519038e-05,L1_S24_F1170
0.0001260261751388819,L1_S24_F1172
5.3488581619786906e-05,L1_S24_F1174
0.00028069523778550284,L1_S24_F1176
0.000498498160735252,L1_S24_F1180
0.0011001041505505971,L1_S24_F1184
0.00034259246663691847,L1_S24_F1197
8.92704771846896e-05,L1_S24_F1202
0.00011227634214553794,L1_S24_F1207
9.763295535512787e-05,L1_S24_F1212
0.0005286461813075967,L1_S24_F1225
0.00018095329247881845,L1_S24_F1230
6.678030389991806e-05,L1_S24_F1235
7.321133962571756e-05,L1_S24_F1240
0.00010472680727170341,L1_S24_F1245
8.936497924374446e-05,L1_S24_F1250
0.00026547375312362055,L1_S24_F1255
9.841195905871137e-05,L1_S24_F1260
0.0004703861469426151,L1_S24_F1265
7.18712903401468e-05,L1_S24_F1270
2.3826422999155558e-05,L1_S24_F1275
2.6483102357367476e-05,L1_S24_F1288
0.00010027157315308564,L1_S24_F1293
2.256298984454221e-05,L1_S24_F1298
5.764471780932854e-05,L1_S24_F1303
4.7118788517003216e-05,L1_S24_F1316
5.332796104716042e-05,L1_S24_F1321
0.00013027934253192572,L1_S24_F1326
6.795038379204838e-05,L1_S24_F1331
0.00011418521423632046,L1_S24_F1336
8.310101779719765e-05,L1_S24_F1341
4.704442551930067e-05,L1_S24_F1346
9.639383993460983e-06,L1_S24_F1351
7.058834368033833e-05,L1_S24_F1356
5.2324777507662354e-05,L1_S24_F1361
7.576920705373997e-05,L1_S24_F1366
4.343023062394458e-05,L1_S24_F1371
9.814219915911178e-05,L1_S24_F1376
0.00010505016909040652,L1_S24_F1381
1.3310606984463291e-05,L1_S24_F1386
4.768524364045412e-05,L1_S24_F1391
0.000126955954254587,L1_S24_F1396
8.987190766656079e-05,L1_S24_F1401
0.00038587704586409954,L1_S24_F1406
4.4792288999030565e-05,L1_S24_F1411
0.00013837909793996665,L1_S24_F1416
0.00026961309285503424,L1_S24_F1421
8.395619913778606e-05,L1_S24_F1426
9.727991586793168e-05,L1_S24_F1431
5.8735304719743795e-05,L1_S24_F1436
8.599566113545422e-05,L1_S24_F1441
5.959039339521753e-05,L1_S24_F1446
0.00011835190277471905,L1_S24_F1451
0.00016648564458997766,L1_S24_F1463
0.0001472146026258162,L1_S24_F1467
0.00029174218718454797,L1_S24_F1474
0.00031255962894345397,L1_S24_F1478
8.137522461694683e-05,L1_S24_F1482
2.5022476478552776e-05,L1_S24_F1486
9.992385849010302e-05,L1_S24_F1490
0.0001143359302932127,L1_S24_F1494
0.0003421349784208515,L1_S24_F1498
0.000151778305665401,L1_S24_F1502
0.0001760301669807927,L1_S24_F1506
0.000430422505974065,L1_S24_F1512
0.0005852137763173681,L1_S24_F1514
0.00045038501317914287,L1_S24_F1516
0.0010839646516179907,L1_S24_F1518
0.0003312226517969631,L1_S24_F1520
0.0006869344708394437,L1_S24_F1539
0.0003276637962714271,L1_S24_F1544
0.0006475222346668479,L1_S24_F1565
0.0005407717278654062,L1_S24_F1567
0.0002816516985742571,L1_S24_F1569
0.000529806752983697,L1_S24_F1571
0.0003346683725650232,L1_S24_F1573
0.0006477578209542483,L1_S24_F1575
0.00041563360895925503,L1_S24_F1578
0.0007763289955024926,L1_S24_F1581
0.00016512284857151757,L1_S24_F1594
0.00023775221068270686,L1_S24_F1599
6.5373007672531e-05,L1_S24_F1604
0.00021926658381399362,L1_S24_F1609
0.0001033134099065946,L1_S24_F1622
8.455678607006593e-05,L1_S24_F1627
0.00032406530815964527,L1_S24_F1632
0.00026215607471523654,L1_S24_F1637
0.0002240696536329494,L1_S24_F1642
0.00024353569362432287,L1_S24_F1647
0.0002086308908525556,L1_S24_F1652
0.00015589454916456152,L1_S24_F1657
0.00020156862237689213,L1_S24_F1662
0.00016245282833715337,L1_S24_F1667
0.0011433767265906956,L1_S24_F1672
0.0002754432597963435,L1_S24_F1685
0.0003130491162212181,L1_S24_F1690
0.0003129116477403079,L1_S24_F1695
0.0003385728063799539,L1_S24_F1700
0.0003973534408779321,L1_S24_F1713
0.0005360572118029954,L1_S24_F1718
0.000403011557897313,L1_S24_F1723
0.00021672140385834676,L1_S24_F1728
0.000407910044313773,L1_S24_F1733
0.0004171427141699029,L1_S24_F1738
0.0005459973219585983,L1_S24_F1743
0.00019272494220574406,L1_S24_F1748
0.0004630804741039449,L1_S24_F1753
0.0003680651594324563,L1_S24_F1758
0.00039641129283951576,L1_S24_F1763
9.62946074572472e-05,L1_S24_F1768
0.0002543718268930057,L1_S24_F1773
0.0002398143280622506,L1_S24_F1778
0.00043405377437776054,L1_S24_F1783
0.0004157952050071192,L1_S24_F1788
0.0005332696318349635,L1_S24_F1793
0.0002975140020245515,L1_S24_F1798
0.00031300770111520785,L1_S24_F1803
0.00024339571752255432,L1_S24_F1808
0.00046664830518832417,L1_S24_F1810
0.0002824791414062184,L1_S24_F1812
0.00030558713673251584,L1_S24_F1814
0.00021668077086591997,L1_S24_F1816
0.0003461663462049791,L1_S24_F1818
0.00027550343019942293,L1_S24_F1820
0.0002909826813232503,L1_S24_F1822
0.00030270002832665166,L1_S24_F1824
0.0005393186795778895,L1_S24_F1829
0.0007518484729622719,L1_S24_F1831
0.00044111538479040837,L1_S24_F1834
0.0006796209090236563,L1_S24_F1836
0.0006049124654346847,L1_S24_F1838
1.3396752131722843e-05,L1_S24_F1840
0.00043497652491143003,L1_S24_F1842
0.0005563414221650058,L1_S24_F1844
0.001013718098622314,L1_S24_F1846
0.0005521365854844367,L1_S24_F1848
0.0005869452140361887,L1_S24_F1850
6.596826403197429e-05,L1_S25_F1855
8.397650738089436e-05,L1_S25_F1858
8.68691814663951e-06,L1_S25_F1865
0.0001311938351404306,L1_S25_F1869
6.2328403317006755e-06,L1_S25_F1873
3.712265062686563e-05,L1_S25_F1877
5.38055818230445e-05,L1_S25_F1881
0.0006274350206491602,L1_S25_F1885
6.76855737495961e-05,L1_S25_F1890
0.000114472183617642,L1_S25_F1892
6.729285181143155e-05,L1_S25_F1894
0.0001794354117503411,L1_S25_F1896
0.00010879737225210441,L1_S25_F1900
2.3870193565570893e-05,L1_S25_F1909
1.3726744834452545e-05,L1_S25_F1914
0.0003702911536447058,L1_S25_F1919
4.736963553790603e-06,L1_S25_F1924
0.00045383158571438495,L1_S25_F1929
5.5774104588481964e-05,L1_S25_F1938
5.995066726676923e-05,L1_S25_F1943
0.00013317529235201494,L1_S25_F1948
0.0004167668437996716,L1_S25_F1953
0.00011058059606353475,L1_S25_F1958
2.3636148799800188e-05,L1_S25_F1963
0.0006443558609809347,L1_S25_F1968
5.865481394906709e-05,L1_S25_F1973
0.00011783980904216149,L1_S25_F1978
0.00012848902907817522,L1_S25_F1987
7.675109566185064e-05,L1_S25_F1992
0.0001445938845033412,L1_S25_F1997
7.856448153352101e-05,L1_S25_F2002
9.327669065156555e-05,L1_S25_F2007
0.00013675949388167218,L1_S25_F2016
8.069871763424889e-05,L1_S25_F2021
0.00011520570620305149,L1_S25_F2026
0.00013209479430033219,L1_S25_F2031
0.0001443881150545087,L1_S25_F2036
0.00010504416093538894,L1_S25_F2041
9.980156121444723e-05,L1_S25_F2046
0.0001881826937106692,L1_S25_F2051
0.00012253841519985128,L1_S25_F2056
0.0001179367280344284,L1_S25_F2061
0.00025545282298602084,L1_S25_F2066
9.359633310167128e-05,L1_S25_F2071
0.00011989656223531574,L1_S25_F2076
0.000129548498310923,L1_S25_F2081
0.00016690945172315026,L1_S25_F2086
0.00011733455708506902,L1_S25_F2091
6.502127309737822e-05,L1_S25_F2096
4.954838761875535e-05,L1_S25_F2101
4.2890940340367887e-05,L1_S25_F2106
4.734339259974103e-05,L1_S25_F2111
0.0001805532499255321,L1_S25_F2116
6.833425118639964e-05,L1_S25_F2121
0.00014859683785094452,L1_S25_F2126
5.536936630260051e-05,L1_S25_F2131
0.0001300244666607931,L1_S25_F2136
0.00036993948271644744,L1_S25_F2144
0.0001392616587938909,L1_S25_F2147
0.0006145076101872349,L1_S25_F2152
0.00023856239303236788,L1_S25_F2155
9.795889446962392e-05,L1_S25_F2158
0.00013928407109935082,L1_S25_F2161
0.00042520727709533847,L1_S25_F2164
0.00019182012249749903,L1_S25_F2167
0.00011192323284114244,L1_S25_F2170
0.0003815908545306976,L1_S25_F2173
9.976960072919225e-05,L1_S25_F2176
0.0,L1_S25_F2181
0.0,L1_S25_F2184
0.0,L1_S25_F2187
0.0,L1_S25_F2190
0.0,L1_S25_F2193
0.0,L1_S25_F2196
0.0,L1_S25_F2199
0.0,L1_S25_F2202
1.567075670658747e-06,L1_S25_F2207
3.088123678749325e-05,L1_S25_F2210
3.9166294728608385e-05,L1_S25_F2217
0.00014556097414291833,L1_S25_F2220
3.769988234181467e-05,L1_S25_F2223
1.7769526184705445e-05,L1_S25_F2226
5.251757948756159e-05,L1_S25_F2231
0.0,L1_S25_F2233
3.3815268068769004e-06,L1_S25_F2237
5.663945439676698e-06,L1_S25_F2239
0.0,L1_S25_F2241
0.0,L1_S25_F2243
0.0,L1_S25_F2245
6.184337112624875e-06,L1_S25_F2247
0.0,L1_S25_F2249
0.0,L1_S25_F2258
1.2386073411215115e-06,L1_S25_F2263
0.0,L1_S25_F2268
0.0,L1_S25_F2273
0.0,L1_S25_F2278
0.0,L1_S25_F2287
2.0349739024087904e-06,L1_S25_F2292
0.0,L1_S25_F2297
0.0,L1_S25_F2302
0.0,L1_S25_F2307
0.0,L1_S25_F2312
0.0,L1_S25_F2317
0.0,L1_S25_F2322
7.596040054810155e-05,L1_S25_F2327
4.643888203708452e-06,L1_S25_F2336
4.556305385076997e-06,L1_S25_F2341
4.066718336144169e-05,L1_S25_F2346
0.0,L1_S25_F2351
2.4373692513257e-05,L1_S25_F2356
3.395610632836836e-05,L1_S25_F2365
3.278028274300099e-06,L1_S25_F2370
7.276720321955504e-06,L1_S25_F2375
8.085466287548695e-05,L1_S25_F2380
4.113448707380251e-06,L1_S25_F2385
2.4591488716964536e-06,L1_S25_F2390
0.0,L1_S25_F2395
7.76219142277736e-06,L1_S25_F2400
4.5198498651183907e-07,L1_S25_F2405
9.985365721825178e-06,L1_S25_F2408
4.936773092604787e-07,L1_S25_F2411
3.1625128907238246e-05,L1_S25_F2414
3.16281365656394e-05,L1_S25_F2417
0.0,L1_S25_F2420
0.00032446064607940346,L1_S25_F2423
2.327662865135979e-06,L1_S25_F2426
0.0,L1_S25_F2429
1.1665278781808836e-06,L1_S25_F2431
0.0,L1_S25_F2433
2.459914568633776e-06,L1_S25_F2435
0.0,L1_S25_F2437
0.0,L1_S25_F2439
3.6753745660768207e-06,L1_S25_F2441
1.5805645636423488e-06,L1_S25_F2443
2.023905618337467e-05,L1_S25_F2449
3.738927172542656e-05,L1_S25_F2451
6.957172621520968e-06,L1_S25_F2454
3.699355970507191e-06,L1_S25_F2456
2.923760490727422e-06,L1_S25_F2458
3.383076122143892e-05,L1_S25_F2460
4.790265777135107e-06,L1_S25_F2462
3.617820733853726e-06,L1_S25_F2464
2.9979730467454694e-05,L1_S25_F2466
5.540957881025821e-06,L1_S25_F2468
1.0137652847619977e-05,L1_S25_F2472
5.387388706457754e-06,L1_S25_F2475
1.822723842324954e-06,L1_S25_F2478
5.3938197589536725e-06,L1_S25_F2481
9.205274874389112e-06,L1_S25_F2484
6.409974898908063e-05,L1_S25_F2487
1.936342648190738e-05,L1_S25_F2490
2.97857199637176e-05,L1_S25_F2493
2.453241281088686e-06,L1_S25_F2498
8.58107706424143e-06,L1_S25_F2500
0.0,L1_S25_F2504
5.7632316990246114e-06,L1_S25_F2506
1.1826531286449556e-06,L1_S25_F2508
3.4099017062373558e-06,L1_S25_F2510
4.116992669864689e-06,L1_S25_F2512
1.6594809107642245e-05,L1_S25_F2514
0.0,L1_S25_F2516
0.0,L1_S25_F2525
0.0,L1_S25_F2530
0.0,L1_S25_F2535
0.0,L1_S25_F2540
0.0,L1_S25_F2545
0.0,L1_S25_F2554
0.0,L1_S25_F2559
0.0,L1_S25_F2564
1.1826531286449556e-06,L1_S25_F2569
0.0,L1_S25_F2574
1.3091613758298965e-06,L1_S25_F2579
0.0,L1_S25_F2584
0.0,L1_S25_F2589
1.1635983821778938e-05,L1_S25_F2594
6.27093730299339e-06,L1_S25_F2603
7.196876479154426e-05,L1_S25_F2608
1.898441919518052e-05,L1_S25_F2613
1.5075728872488305e-06,L1_S25_F2618
7.236901565515234e-06,L1_S25_F2623
2.8283503995916594e-06,L1_S25_F2632
1.232463537447955e-05,L1_S25_F2637
1.173542477357233e-05,L1_S25_F2642
0.0,L1_S25_F2647
4.494100317008704e-06,L1_S25_F2652
8.068940525191374e-06,L1_S25_F2657
7.350129500127723e-06,L1_S25_F2662
3.924384298969744e-06,L1_S25_F2667
5.617787942597823e-06,L1_S25_F2672
5.601977047805798e-06,L1_S25_F2677
1.6763839555004998e-06,L1_S25_F2682
3.4248845492750657e-06,L1_S25_F2687
1.4409224276965245e-05,L1_S25_F2692
2.5110920391156564e-06,L1_S25_F2697
2.2679257914837727e-06,L1_S25_F2702
1.1355775836257074e-05,L1_S25_F2707
0.0,L1_S25_F2712
0.0,L1_S25_F2714
0.0,L1_S25_F2716
0.0,L1_S25_F2718
0.0,L1_S25_F2720
0.0,L1_S25_F2722
0.0,L1_S25_F2724
0.0,L1_S25_F2726
7.052451548730162e-06,L1_S25_F2732
3.2763392040685777e-06,L1_S25_F2734
8.623755766598538e-06,L1_S25_F2737
1.4423145992332732e-05,L1_S25_F2739
4.269412316244068e-06,L1_S25_F2741
1.2058152088917285e-05,L1_S25_F2743
0.0,L1_S25_F2745
1.0508549460269603e-05,L1_S25_F2747
1.099826791023411e-06,L1_S25_F2749
6.660519518889905e-06,L1_S25_F2751
1.054621211302182e-05,L1_S25_F2755
6.4554253164377195e-06,L1_S25_F2758
6.861852911416698e-07,L1_S25_F2761
1.4837541257044456e-06,L1_S25_F2764
4.026545444693721e-05,L1_S25_F2767
5.412473704668157e-05,L1_S25_F2770
2.1654820383127767e-05,L1_S25_F2773
7.694204205627486e-06,L1_S25_F2776
0.0003413167215326059,L1_S25_F2781
0.0001212995271890461,L1_S25_F2783
9.71459177759976e-05,L1_S25_F2787
7.774855372705665e-05,L1_S25_F2789
0.00015576024399481083,L1_S25_F2791
1.3448273385277772e-05,L1_S25_F2793
9.286154033932407e-05,L1_S25_F2795
3.0251667848077166e-05,L1_S25_F2797
1.9446072957688827e-05,L1_S25_F2799
3.854584039960223e-05,L1_S25_F2808
2.7770333521260208e-05,L1_S25_F2813
4.147796679814783e-05,L1_S25_F2818
9.004800836257057e-06,L1_S25_F2823
1.085059068282413e-05,L1_S25_F2828
5.04826466980194e-05,L1_S25_F2837
5.096974626503533e-05,L1_S25_F2842
3.446728475264055e-05,L1_S25_F2847
3.663916931800196e-05,L1_S25_F2852
3.3267009491985697e-06,L1_S25_F2857
1.6343354344828663e-06,L1_S25_F2862
6.480689913048246e-05,L1_S25_F2867
2.8845120079533633e-05,L1_S25_F2872
2.8072577985119755e-05,L1_S25_F2877
6.851870968538051e-05,L1_S25_F2886
2.585077195231338e-05,L1_S25_F2891
6.37826783786408e-05,L1_S25_F2896
1.0361897169919393e-05,L1_S25_F2901
2.8029544065907495e-05,L1_S25_F2906
2.8776727374506374e-05,L1_S25_F2915
3.248647378673106e-05,L1_S25_F2920
6.304915335253346e-05,L1_S25_F2925
7.326570091441642e-05,L1_S25_F2930
6.405785021326692e-05,L1_S25_F2935
7.834641695956885e-05,L1_S25_F2940
5.071617418233482e-05,L1_S25_F2945
2.4777899753149844e-05,L1_S25_F2950
7.645914713203558e-05,L1_S25_F2955
6.189870258696572e-05,L1_S25_F2960
3.659726936873166e-05,L1_S25_F2965
2.2659886427518418e-05,L1_S25_F2970
8.599949042939688e-05,L1_S25_F2975
4.9346418330671215e-05,L1_S25_F2980
1.948350704691742e-05,L1_S25_F2985
0.00010212368690008611,L1_S25_F2990
4.037858416558523e-05,L1_S25_F2995
1.5890172288679263e-05,L1_S25_F2997
3.4028303377291306e-05,L1_S25_F2999
4.976883114990674e-05,L1_S25_F3001
1.498058965744694e-05,L1_S25_F3003
2.956060417123574e-05,L1_S25_F3005
2.341173332150363e-05,L1_S25_F3007
3.141468713247199e-05,L1_S25_F3009
0.00010379464935828916,L1_S25_F3015
5.845796330717483e-05,L1_S25_F3017
8.194404713068224e-05,L1_S25_F3020
4.6545823284112164e-05,L1_S25_F3022
0.00010734318826513228,L1_S25_F3024
2.6179865205935906e-05,L1_S25_F3026
4.664290977762562e-05,L1_S25_F3028
9.097319220822175e-05,L1_S25_F3030
9.317499907369309e-05,L1_S25_F3032
4.893046131794415e-05,L1_S25_F3034
0.0008302894313911967,L2_S26_F3036
0.0005354570471397741,L2_S26_F3040
0.0004922358950471806,L2_S26_F3047
0.0006090001527182929,L2_S26_F3051
0.0001749413631873672,L2_S26_F3055
0.0006858073332076051,L2_S26_F3062
0.0005710444253784995,L2_S26_F3069
0.0006688286739081471,L2_S26_F3073
0.00022301712145914357,L2_S26_F3077
0.0008092306065872343,L2_S26_F3106
0.0005686790621108726,L2_S26_F3113
0.0005596690153772739,L2_S26_F3117
0.0006753380200827609,L2_S26_F3121
0.00011770237245041223,L2_S26_F3125
0.0005786343397001318,L2_S27_F3129
0.00048331862058670106,L2_S27_F3133
0.0007295432533875375,L2_S27_F3140
0.0005148678096975408,L2_S27_F3144
5.306415818243916e-05,L2_S27_F3148
0.0005713418801090704,L2_S27_F3155
0.000626087569359529,L2_S27_F3162
0.0005425111076935938,L2_S27_F3166
6.86284933877922e-05,L2_S27_F3170
0.0004807625745026111,L2_S27_F3199
0.0005776122492756969,L2_S27_F3206
0.00036384046179943706,L2_S27_F3210
0.00035086283877257355,L2_S27_F3214
